S,Schedule ID,Trip Number,Route Number,Direction,Start Terminal / Start Point,End Terminal / End Point,Start Time,Travel Time,Trip Distance,Crew ID,Event Type,Operator,AC / Non-AC,BRT / Non-BRT,Service Type,Fuel Type,Bus Type,Depot ID
2811,RPG17,4,105,105DN,CHIKU WADI,RAILWAY STATION TER,548,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2812,RPG17,5,105,105UP,RAILWAY STATION TER,CHIKU WADI,593,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2813,RPG17,6,105,105DN,CHIKU WADI,RAILWAY STATION TER,636,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2814,RPG17,7,105,105UP,RAILWAY STATION TER,CHIKU WADI,679,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2815,RPG17,8,105,105DN,CHIKU WADI,RAILWAY STATION TER,723,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2816,RPG17,9,105,105UP,RAILWAY STATION TER,CHIKU WADI,767,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2817,RPG17,10,105,105DN,CHIKU WADI,RAILWAY STATION TER,812,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2818,RPG17,11,105,105UP,RAILWAY STATION TER,CHIKU WADI,856,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2819,RPG2,0,105,Start Shuttle,BHESTAN GARDEN,CHIKU WADI,309,11,3.95,1,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2820,RPG2,1,105,105DN,CHIKU WADI,RAILWAY STATION TER,320,39,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2821,RPG2,2,105,105UP,RAILWAY STATION TER,CHIKU WADI,360,38,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2822,RPG2,3,105,105DN,CHIKU WADI,RAILWAY STATION TER,408,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2823,RPG2,4,105,105UP,RAILWAY STATION TER,CHIKU WADI,450,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2824,RPG2,5,105,105DN,CHIKU WADI,RAILWAY STATION TER,500,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2825,RPG2,6,105,105UP,RAILWAY STATION TER,CHIKU WADI,552,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2826,RPG2,7,105,105DN,CHIKU WADI,RAILWAY STATION TER,602,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2827,RPG2,8,105,105UP,RAILWAY STATION TER,CHIKU WADI,654,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2828,RPG2,9,105,105DN,CHIKU WADI,RAILWAY STATION TER,716,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2829,RPG2,10,105,105UP,RAILWAY STATION TER,CHIKU WADI,760,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2830,RPG2,11,105,105DN,CHIKU WADI,RAILWAY STATION TER,866,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2831,RPG2,12,105,105UP,RAILWAY STATION TER,CHIKU WADI,910,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2832,RPG2,13,105,105DN,CHIKU WADI,RAILWAY STATION TER,992,46,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2833,RPG2,14,105,105UP,RAILWAY STATION TER,CHIKU WADI,1044,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2834,RPG2,15,105,105DN,CHIKU WADI,RAILWAY STATION TER,1096,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2835,RPG2,16,105,105UP,RAILWAY STATION TER,CHIKU WADI,1148,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2836,RPG2,17,105,105DN,CHIKU WADI,RAILWAY STATION TER,1202,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2837,RPG2,18,105,105UP,RAILWAY STATION TER,CHIKU WADI,1252,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2838,RPG2,19,105,End Shuttle,CHIKU WADI,BHESTAN GARDEN,1294,32,10.712,2,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2839,RPG3,0,105,Start Shuttle,BHESTAN GARDEN,CHIKU WADI,329,11,3.95,1,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2840,RPG3,1,105,105DN,CHIKU WADI,RAILWAY STATION TER,340,39,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2841,RPG3,2,105,105UP,RAILWAY STATION TER,CHIKU WADI,384,39,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2842,RPG3,3,105,105DN,CHIKU WADI,RAILWAY STATION TER,428,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2843,RPG3,4,105,105UP,RAILWAY STATION TER,CHIKU WADI,480,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2844,RPG3,5,105,105DN,CHIKU WADI,RAILWAY STATION TER,532,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2845,RPG3,6,105,105UP,RAILWAY STATION TER,CHIKU WADI,584,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2846,RPG3,7,105,105DN,CHIKU WADI,RAILWAY STATION TER,632,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2847,RPG3,8,105,105UP,RAILWAY STATION TER,CHIKU WADI,684,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2848,RPG3,9,105,105DN,CHIKU WADI,RAILWAY STATION TER,766,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2849,RPG3,10,105,105UP,RAILWAY STATION TER,CHIKU WADI,810,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2850,RPG3,11,105,105DN,CHIKU WADI,RAILWAY STATION TER,916,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2851,RPG3,12,105,105UP,RAILWAY STATION TER,CHIKU WADI,960,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2852,RPG3,13,105,105DN,CHIKU WADI,RAILWAY STATION TER,1024,46,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2853,RPG3,14,105,105UP,RAILWAY STATION TER,CHIKU WADI,1074,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2854,RPG3,15,105,105DN,CHIKU WADI,RAILWAY STATION TER,1126,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2855,RPG3,16,105,105UP,RAILWAY STATION TER,CHIKU WADI,1178,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2856,RPG3,17,105,105DN,CHIKU WADI,RAILWAY STATION TER,1242,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2857,RPG3,18,105,End Shuttle,RAILWAY STATION TER,BHESTAN GARDEN,1285,32,10.712,2,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2858,RPG4,0,105,Start Shuttle,BHESTAN GARDEN,CHIKU WADI,349,11,3.95,1,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2859,RPG4,1,105,105DN,CHIKU WADI,RAILWAY STATION TER,360,39,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2860,RPG4,2,105,105UP,RAILWAY STATION TER,CHIKU WADI,408,41,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2861,RPG4,3,105,105DN,CHIKU WADI,RAILWAY STATION TER,452,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2862,RPG4,4,105,105UP,RAILWAY STATION TER,CHIKU WADI,504,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2863,RPG4,5,105,105DN,CHIKU WADI,RAILWAY STATION TER,556,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2864,RPG4,6,105,105UP,RAILWAY STATION TER,CHIKU WADI,608,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2865,RPG4,7,105,105DN,CHIKU WADI,RAILWAY STATION TER,656,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2866,RPG4,8,105,105UP,RAILWAY STATION TER,CHIKU WADI,708,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2867,RPG4,9,105,105DN,CHIKU WADI,RAILWAY STATION TER,806,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2868,RPG4,10,105,105UP,RAILWAY STATION TER,CHIKU WADI,850,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2869,RPG4,11,105,105DN,CHIKU WADI,RAILWAY STATION TER,956,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2870,RPG4,12,105,105UP,RAILWAY STATION TER,CHIKU WADI,1000,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2871,RPG4,13,105,105DN,CHIKU WADI,RAILWAY STATION TER,1056,46,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2872,RPG4,14,105,105UP,RAILWAY STATION TER,CHIKU WADI,1104,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2873,RPG4,15,105,105DN,CHIKU WADI,RAILWAY STATION TER,1154,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2874,RPG4,16,105,105UP,RAILWAY STATION TER,CHIKU WADI,1204,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2875,RPG4,17,105,105DN,CHIKU WADI,RAILWAY STATION TER,1282,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2876,RPG4,18,105,End Shuttle,RAILWAY STATION TER,BHESTAN GARDEN,1325,32,10.712,2,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2877,RPG5,0,105,Start Shuttle,BHESTAN GARDEN,RAILWAY STATION TER,268,32,10.712,1,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2878,RPG5,1,105,105UP,RAILWAY STATION TER,CHIKU WADI,300,38,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2879,RPG5,2,105,105DN,CHIKU WADI,RAILWAY STATION TER,372,39,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2880,RPG5,3,105,105UP,RAILWAY STATION TER,CHIKU WADI,420,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2881,RPG5,4,105,105DN,CHIKU WADI,RAILWAY STATION TER,468,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2882,RPG5,5,105,105UP,RAILWAY STATION TER,CHIKU WADI,520,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2883,RPG5,6,105,105DN,CHIKU WADI,RAILWAY STATION TER,572,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2884,RPG5,7,105,105UP,RAILWAY STATION TER,CHIKU WADI,624,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2885,RPG5,8,105,105DN,CHIKU WADI,RAILWAY STATION TER,676,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2886,RPG5,9,105,105UP,RAILWAY STATION TER,CHIKU WADI,720,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2887,RPG5,10,105,105DN,CHIKU WADI,RAILWAY STATION TER,826,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2888,RPG5,11,105,105UP,RAILWAY STATION TER,CHIKU WADI,870,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2889,RPG5,12,105,105DN,CHIKU WADI,RAILWAY STATION TER,968,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2890,RPG5,13,105,105UP,RAILWAY STATION TER,CHIKU WADI,1020,46,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2891,RPG5,14,105,105DN,CHIKU WADI,RAILWAY STATION TER,1070,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2892,RPG5,15,105,105UP,RAILWAY STATION TER,CHIKU WADI,1120,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2893,RPG5,16,105,105DN,CHIKU WADI,RAILWAY STATION TER,1170,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2894,RPG5,17,105,105UP,RAILWAY STATION TER,CHIKU WADI,1220,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2895,RPG5,18,105,End Shuttle,CHIKU WADI,BHESTAN GARDEN,1262,11,3.95,2,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2896,RPG6,0,105,Start Shuttle,BHESTAN GARDEN,RAILWAY STATION TER,288,32,10.712,1,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2897,RPG6,1,105,105UP,RAILWAY STATION TER,CHIKU WADI,320,38,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2898,RPG6,2,105,105DN,CHIKU WADI,RAILWAY STATION TER,384,40,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2899,RPG6,3,105,105UP,RAILWAY STATION TER,CHIKU WADI,430,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2900,RPG6,4,105,105DN,CHIKU WADI,RAILWAY STATION TER,476,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2901,RPG6,5,105,105UP,RAILWAY STATION TER,CHIKU WADI,528,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2902,RPG6,6,105,105DN,CHIKU WADI,RAILWAY STATION TER,580,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2903,RPG6,7,105,105UP,RAILWAY STATION TER,CHIKU WADI,632,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2904,RPG6,8,105,105DN,CHIKU WADI,RAILWAY STATION TER,686,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2905,RPG6,9,105,105UP,RAILWAY STATION TER,CHIKU WADI,730,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2906,RPG6,10,105,105DN,CHIKU WADI,RAILWAY STATION TER,836,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2907,RPG6,11,105,105UP,RAILWAY STATION TER,CHIKU WADI,880,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2908,RPG6,12,105,105DN,CHIKU WADI,RAILWAY STATION TER,974,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2909,RPG6,13,105,105UP,RAILWAY STATION TER,CHIKU WADI,1026,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2910,RPG6,14,105,105DN,CHIKU WADI,RAILWAY STATION TER,1078,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2911,RPG6,15,105,105UP,RAILWAY STATION TER,CHIKU WADI,1128,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2912,RPG6,16,105,105DN,CHIKU WADI,RAILWAY STATION TER,1178,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2913,RPG6,17,105,105UP,RAILWAY STATION TER,CHIKU WADI,1228,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2914,RPG6,18,105,End Shuttle,CHIKU WADI,BHESTAN GARDEN,1270,11,3.95,2,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2915,RPG7,0,105,Start Shuttle,BHESTAN GARDEN,RAILWAY STATION TER,340,32,10.712,1,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2916,RPG7,1,105,105UP,RAILWAY STATION TER,CHIKU WADI,372,38,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2917,RPG7,2,105,105DN,CHIKU WADI,RAILWAY STATION TER,420,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2918,RPG7,3,105,105UP,RAILWAY STATION TER,CHIKU WADI,470,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2919,RPG7,4,105,105DN,CHIKU WADI,RAILWAY STATION TER,516,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2920,RPG7,5,105,105UP,RAILWAY STATION TER,CHIKU WADI,568,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2921,RPG7,6,105,105DN,CHIKU WADI,RAILWAY STATION TER,614,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2922,RPG7,7,105,105UP,RAILWAY STATION TER,CHIKU WADI,666,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2923,RPG7,8,105,105DN,CHIKU WADI,RAILWAY STATION TER,736,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2924,RPG7,9,105,105UP,RAILWAY STATION TER,CHIKU WADI,780,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2925,RPG7,10,105,105DN,CHIKU WADI,RAILWAY STATION TER,886,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2926,RPG7,11,105,105UP,RAILWAY STATION TER,CHIKU WADI,930,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2927,RPG7,12,105,105DN,CHIKU WADI,RAILWAY STATION TER,1004,46,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2928,RPG7,13,105,105UP,RAILWAY STATION TER,CHIKU WADI,1056,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2929,RPG7,14,105,105DN,CHIKU WADI,RAILWAY STATION TER,1108,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2930,RPG7,15,105,105UP,RAILWAY STATION TER,CHIKU WADI,1160,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2931,RPG7,16,105,105DN,CHIKU WADI,RAILWAY STATION TER,1218,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2932,RPG7,17,105,105UP,RAILWAY STATION TER,CHIKU WADI,1270,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2933,RPG7,18,105,End Shuttle,CHIKU WADI,BHESTAN GARDEN,1312,11,3.95,2,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2934,RPG8,0,105,Start Shuttle,BHESTAN GARDEN,RAILWAY STATION TER,364,32,10.712,1,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2935,RPG8,1,105,105UP,RAILWAY STATION TER,CHIKU WADI,396,40,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2936,RPG8,2,105,105DN,CHIKU WADI,RAILWAY STATION TER,436,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2937,RPG8,3,105,105UP,RAILWAY STATION TER,CHIKU WADI,488,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2938,RPG8,4,105,105DN,CHIKU WADI,RAILWAY STATION TER,540,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2939,RPG8,5,105,105UP,RAILWAY STATION TER,CHIKU WADI,592,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2940,RPG8,6,105,105DN,CHIKU WADI,RAILWAY STATION TER,638,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2941,RPG8,7,105,105UP,RAILWAY STATION TER,CHIKU WADI,690,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2942,RPG8,8,105,105DN,CHIKU WADI,RAILWAY STATION TER,776,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2943,RPG8,9,105,105UP,RAILWAY STATION TER,CHIKU WADI,820,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2944,RPG8,10,105,105DN,CHIKU WADI,RAILWAY STATION TER,926,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2945,RPG8,11,105,105UP,RAILWAY STATION TER,CHIKU WADI,970,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2946,RPG8,12,105,105DN,CHIKU WADI,RAILWAY STATION TER,1032,46,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2947,RPG8,13,105,105UP,RAILWAY STATION TER,CHIKU WADI,1080,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2948,RPG8,14,105,105DN,CHIKU WADI,RAILWAY STATION TER,1132,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2949,RPG8,15,105,105UP,RAILWAY STATION TER,CHIKU WADI,1184,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2950,RPG8,16,105,105DN,CHIKU WADI,RAILWAY STATION TER,1250,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2951,RPG8,17,105,105UP,RAILWAY STATION TER,CHIKU WADI,1300,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2952,RPG8,18,105,End Shuttle,CHIKU WADI,BHESTAN GARDEN,1342,11,3.95,2,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2953,RPG9,0,105,Start Shuttle,BHESTAN GARDEN,CHIKU WADI,433,11,3.95,1,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2954,RPG9,1,105,105DN,CHIKU WADI,RAILWAY STATION TER,444,44,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2955,RPG9,2,105,105UP,RAILWAY STATION TER,CHIKU WADI,496,46,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2956,RPG9,3,105,105DN,CHIKU WADI,RAILWAY STATION TER,548,45,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2957,RPG9,4,105,105UP,RAILWAY STATION TER,CHIKU WADI,600,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2958,RPG9,5,105,105DN,CHIKU WADI,RAILWAY STATION TER,644,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2959,RPG9,6,105,105UP,RAILWAY STATION TER,CHIKU WADI,696,42,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2960,RPG9,7,105,105DN,CHIKU WADI,RAILWAY STATION TER,786,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2961,RPG9,8,105,105UP,RAILWAY STATION TER,CHIKU WADI,830,43,14,1,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2962,RPG9,9,105,105DN,CHIKU WADI,RAILWAY STATION TER,936,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
