S,Schedule ID,Trip Number,Route Number,Direction,Start Terminal / Start Point,End Terminal / End Point,Start Time,Travel Time,Trip Distance,Crew ID,Event Type,Operator,AC / Non-AC,BRT / Non-BRT,Service Type,Fuel Type,Bus Type,Depot ID
138,US13,22,11,End Shuttle,SACHIN G.I.D.C.,VIP ROAD DEPOT,1317,40,13.519,2,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
139,US13A,0,11,Start Shuttle,VIP ROAD DEPOT,UDHNA DARWAZA,449,31,10.392,1,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
140,US13A,1,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,480,30,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
141,US13A,2,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,511,29,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
142,US13A,3,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,548,28,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
143,US13A,4,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,581,28,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
144,US13A,5,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,613,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
145,US13A,6,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,646,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
146,US13A,7,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,678,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
147,US13A,8,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,724,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
148,US13A,9,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,765,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
149,US13A,10,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,833,28,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
150,US13A,11,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,875,28,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
151,US13A,12,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,944,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
152,US13A,13,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,983,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
153,US13A,14,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1040,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
154,US13A,15,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1083,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
155,US13A,16,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1112,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
156,US13A,17,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1149,27,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
157,US13A,18,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1177,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
158,US13A,19,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1220,27,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
159,US13A,20,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1250,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
160,US13A,21,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1290,27,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
161,US13A,22,11,End Shuttle,SACHIN G.I.D.C.,VIP ROAD DEPOT,1317,40,13.519,2,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
162,US1A,0,11,Start Shuttle,VIP ROAD DEPOT,UDHNA DARWAZA,329,31,10.392,1,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
163,US1A,1,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,360,25,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
164,US1A,2,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,400,26,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
165,US1A,3,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,459,28,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
166,US1A,4,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,489,29,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
167,US1A,5,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,533,29,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
168,US1A,6,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,566,28,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
169,US1A,7,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,598,28,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
170,US1A,8,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,631,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
171,US1A,9,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,663,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
172,US1A,10,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,704,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
173,US1A,11,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,741,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
174,US1A,12,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,806,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
175,US1A,13,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,848,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
176,US1A,14,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,920,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
177,US1A,15,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,959,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
178,US1A,16,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1022,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
179,US1A,17,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1063,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
180,US1A,18,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1097,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
181,US1A,19,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1133,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
182,US1A,20,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1162,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
183,US1A,21,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1200,27,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
184,US1A,22,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1260,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
185,US1A,23,11,End Shuttle,UDHNA DARWAZA,VIP ROAD DEPOT,1287,40,13.519,2,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
186,US2,0,11,Start Shuttle,VIP ROAD DEPOT,UDHNA DARWAZA,339,31,10.392,1,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
187,US2,1,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,370,25,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
188,US2,2,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,410,26,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
189,US2,3,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,466,29,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
190,US2,4,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,496,29,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
191,US2,5,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,538,29,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
192,US2,6,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,571,28,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
193,US2,7,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,603,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
194,US2,8,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,636,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
195,US2,9,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,668,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
196,US2,10,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,710,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
197,US2,11,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,749,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
198,US2,12,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,815,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
199,US2,13,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,857,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
200,US2,14,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,928,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
201,US2,15,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,967,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
202,US2,16,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1028,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
203,US2,17,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1070,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
204,US2,18,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1102,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
205,US2,19,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1138,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
206,US2,20,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1167,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
207,US2,21,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1213,27,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
208,US2,22,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1270,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
209,US2,23,11,End Shuttle,UDHNA DARWAZA,VIP ROAD DEPOT,1297,40,13.519,2,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
210,US2A,0,11,Start Shuttle,VIP ROAD DEPOT,UDHNA DARWAZA,339,31,10.392,1,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
211,US2A,1,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,370,25,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
212,US2A,2,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,410,26,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
213,US2A,3,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,466,29,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
214,US2A,4,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,496,29,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
215,US2A,5,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,538,29,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
216,US2A,6,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,571,28,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
217,US2A,7,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,603,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
218,US2A,8,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,636,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
219,US2A,9,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,668,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
220,US2A,10,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,710,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
221,US2A,11,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,749,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
222,US2A,12,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,815,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
223,US2A,13,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,857,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
224,US2A,14,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,928,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
225,US2A,15,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,967,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
226,US2A,16,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1028,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
227,US2A,17,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1070,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
228,US2A,18,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1102,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
229,US2A,19,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1138,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
230,US2A,20,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1167,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
231,US2A,21,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1213,27,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
232,US2A,22,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1270,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
233,US2A,23,11,End Shuttle,UDHNA DARWAZA,VIP ROAD DEPOT,1297,40,13.519,2,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
234,US3,0,11,Start Shuttle,VIP ROAD DEPOT,UDHNA DARWAZA,349,31,10.392,1,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
235,US3,1,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,380,25,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
236,US3,2,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,420,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
237,US3,3,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,488,29,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
238,US3,4,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,518,29,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
239,US3,5,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,553,28,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
240,US3,6,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,586,28,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
241,US3,7,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,618,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
242,US3,8,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,651,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
243,US3,9,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,683,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
244,US3,10,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,732,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
245,US3,11,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,773,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
246,US3,12,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,842,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
247,US3,13,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,884,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
248,US3,14,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,952,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
249,US3,15,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,991,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
250,US3,16,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1046,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
251,US3,17,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1088,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
252,US3,18,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1117,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
253,US3,19,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1154,27,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
254,US3,20,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1182,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
255,US3,21,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1227,27,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
256,US3,22,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1280,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
257,US3,23,11,End Shuttle,UDHNA DARWAZA,VIP ROAD DEPOT,1307,40,13.519,2,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
258,US4,0,11,Start Shuttle,VIP ROAD DEPOT,SACHIN G.I.D.C.,320,40,13.519,1,Non-revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
259,US4,1,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,360,25,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
260,US4,2,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,410,26,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
261,US4,3,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,443,28,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
262,US4,4,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,503,29,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
263,US4,5,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,536,29,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
264,US4,6,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,568,28,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
265,US4,7,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,601,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
266,US4,8,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,633,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
267,US4,9,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,668,27,9.8,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
268,US4,10,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,698,27,10.3,1,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
269,US4,11,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,756,27,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
270,US4,12,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,797,28,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
271,US4,13,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,869,28,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
272,US4,14,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,911,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
273,US4,15,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,976,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
274,US4,16,11,11UP,UDHNA DARWAZA,SACHIN G.I.D.C.,1015,29,10.3,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
275,US4,17,11,11DN,SACHIN G.I.D.C.,UDHNA DARWAZA,1064,29,9.8,2,revenue trip,Hansa City Bus,Non - AC,CBS,Day service,DIESEL,9,VIP ROAD DEPOT
